id,name,text_path,audio_path,narrator,duration,author,text_url,audio_url,duration_hour,sample_rate,quality,word_count,num_sentences
cac81a93,chiec-luoc-nga,,,"{'id': 'a60c140a', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.0403,Nguyễn Quang Sáng,https://thuviensachpdf.com/chiec-luoc-nga,https://sachnoiviet.net/sach-noi/chiec-luoc-nga,,,,,
94150970,ngay-xua-co-mot-con-bo...,,,"{'id': 'f3305090', 'name': 'Sách Nói Bản Full', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/sach-noi-ban-full', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.5694,Camilo Cruz,https://thuviensachpdf.com/ngay-xua-co-mot-con-bo,https://sachnoiviet.net/sach-noi/ngay-xua-co-mot-con-bo,,,,,
5ee4c821,uyen-uong-đao,,,"{'id': 'ef376e9d', 'name': 'Thanh Sang', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thanh-sang', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.3186,Kim Dung,https://thuviensachpdf.com/uyen-uong-dao,https://sachnoiviet.net/sach-noi/uyen-uong-dao,,,,,
969977c4,vi-sao-toi-kho,,,"{'id': 'bf376e46', 'name': 'Việt Cường', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/viet-cuong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.8517,Nguyên Minh,https://thuviensachpdf.com/vi-sao-toi-kho,https://sachnoiviet.net/sach-noi/vi-sao-toi-kho,,,,,
76b9a64b,chinh-phuc-muc-tieu,,,"{'id': '3853424e', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.9892,Brian Tracy,https://thuviensachpdf.com/chinh-phuc-muc-tieu,https://sachnoiviet.net/sach-noi/chinh-phuc-muc-tieu,,,,,
24ef471c,cong-tu-bac-lieu,,,"{'id': '388d340c', 'name': 'Thu Hiền', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thu-hien', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.5986,Nguyên Hùng,https://thuviensachpdf.com/cong-tu-bac-lieu,https://sachnoiviet.net/sach-noi/cong-tu-bac-lieu,,,,,
bf1ead58,giu-gin-36-pho-phuong,,,"{'id': 'e1719c7f', 'name': 'MC Quốc Bình', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/mc-quoc-binh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.4225,Tô Hoài,https://thuviensachpdf.com/giu-gin-36-pho-phuong,https://sachnoiviet.net/sach-noi/giu-gin-36-pho-phuong,,,,,
fe7ccf4a,"hon-truong-ba,-da-hang-thit",,,"{'id': 'd72564b1', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.2717,Lưu Quang Vũ,https://thuviensachpdf.com/hon-truong-ba-da-hang-thit,https://sachnoiviet.net/sach-noi/hon-truong-ba-da-hang-thit,,,,,
83aff81b,chuyen-con-meo-va-con-chuot-ban-than-cua-no,,,"{'id': 'e4885f12', 'name': 'Phùng Thu Ngân', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/phung-thu-ngan', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",0.8206,Luis Sepúlveda,https://thuviensachpdf.com/chuyen-con-meo-va-con-chuot-ban-than-cua-no,https://sachnoiviet.net/sach-noi/chuyen-con-meo-va-con-chuot-ban-than-cua-no,,,,,
84266698,giay-phut-lo-lam,,,"{'id': '613538b7', 'name': 'Ngọc Như', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ngoc-nhu', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.3242,Agatha Christie,https://thuviensachpdf.com/giay-phut-lo-lam,https://sachnoiviet.net/sach-noi/giay-phut-lo-lam,,,,,
4c4c0f1c,mot-nghe-thuat-song,,,"{'id': '47c57b25', 'name': 'Liên Xuyến', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/lien-xuyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.8022,Thu Giang,https://thuviensachpdf.com/mot-nghe-thuat-song,https://sachnoiviet.net/sach-noi/mot-nghe-thuat-song,,,,,
d9c23a2a,vi-giam-đoc-hieu-qua,,,"{'id': '5edfe4a0', 'name': 'Ái Hòa', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ai-hoa', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.1672,Ken Blanchard,https://thuviensachpdf.com/vi-giam-doc-hieu-qua,https://sachnoiviet.net/sach-noi/vi-giam-doc-hieu-qua,,,,,
b5edfb06,co-gai-lang-son-ha,,,"{'id': '3d0c0ca8', 'name': 'Hồng Trinh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hong-trinh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.0681,Ngọc Giao,https://thuviensachpdf.com/co-gai-lang-son-ha,https://sachnoiviet.net/sach-noi/co-gai-lang-son-ha,,,,,
052fa18a,than-thoai-bac-au,,,"{'id': 'c01cd377', 'name': 'Lâm Thanh Toàn', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/lam-thanh-toan', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.4467,Nhiều Tác Giả,https://thuviensachpdf.com/than-thoai-bac-au,https://sachnoiviet.net/sach-noi/than-thoai-bac-au,,,,,
483745c8,luon-mim-cuoi-voi-cuoc-song,,,"{'id': '0fc660fd', 'name': 'Trung Nghị', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/trung-nghi', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",1.545,Nhã Nam,https://thuviensachpdf.com/luon-mim-cuoi-voi-cuoc-song,https://sachnoiviet.net/sach-noi/luon-mim-cuoi-voi-cuoc-song,,,,,
df30e4b1,nhung-đong-tien-siet-mau,,,"{'id': 'c200245c', 'name': 'Hồng Trinh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hong-trinh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",2.7428,Lê Văn Trương,https://thuviensachpdf.com/nhung-dong-tien-siet-mau,https://sachnoiviet.net/sach-noi/nhung-dong-tien-siet-mau,,,,,
